Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
El Cedazo,"(23.13501, -101.15331)",SL9896,32.93 km,"(23.13501, -101.15331)",SL0303,"(23.13299, -101.12385)",3.29 km,"https://www.google.com/maps/dir/23.13501,-101.15331/23.13299,-101.12385",SL4654,"(23.12931, -101.11153)",4.69 km,"https://www.google.com/maps/dir/23.13501,-101.15331/23.12931,-101.11153",SL5106,"(23.12042, -101.11311)",4.76 km,"https://www.google.com/maps/dir/23.13501,-101.15331/23.12042,-101.11311"
Hueyapan,"(17.16381, -94.14623)",VE7043,30.95 km,"(17.16381, -94.14623)",VE1022,"(17.20772, -94.20067)",7.79 km,"https://www.google.com/maps/dir/17.16381,-94.14623/17.20772,-94.20067",VE7042,"(17.25550, -94.29444)",19.40 km,"https://www.google.com/maps/dir/17.16381,-94.14623/17.25550,-94.29444",CP5517,"(17.18258, -93.60922)",59.82 km,"https://www.google.com/maps/dir/17.16381,-94.14623/17.18258,-93.60922"
La Paz,"(17.43320, -94.50066)",VE1043,33.48 km,"(17.4332, -94.50066)",VE1006,"(17.27164, -94.50169)",17.99 km,"https://www.google.com/maps/dir/17.4332,-94.50066/17.27164,-94.50169",VE5351,"(17.27923, -94.44951)",18.06 km,"https://www.google.com/maps/dir/17.4332,-94.50066/17.27923,-94.44951",VE7096,"(17.27514, -94.55274)",18.53 km,"https://www.google.com/maps/dir/17.4332,-94.50066/17.27514,-94.55274"
El Tempisque,"(22.14175, -105.09664)",NA0907,31.08 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Piedra Iglesia,"(21.94281, -104.99812)",NA0194,63.36 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Guamuchilillo,"(21.94281, -104.99812)",NA0194,64.79 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Morelos,"(17.03194, -97.57158)",OA5228,30.22 km,"(17.03194, -97.57158)",OA1090,"(17.04099, -97.61786)",5.25 km,"https://www.google.com/maps/dir/17.03194,-97.57158/17.04099,-97.61786",OA1186,"(17.12100, -97.61364)",10.96 km,"https://www.google.com/maps/dir/17.03194,-97.57158/17.12100,-97.61364",OA4819,"(16.59472, -97.22269)",62.27 km,"https://www.google.com/maps/dir/17.03194,-97.57158/16.59472,-97.22269"
Francisco J. MÃºjica,"(19.20461, -88.53603)",QR8007,30.99 km,"(19.20461, -88.53603)",QR0950,"(18.83188, -88.34476)",46.64 km,"https://www.google.com/maps/dir/19.20461,-88.53603/18.83188,-88.34476",QR8106,"(18.69908, -88.85603)",66.60 km,"https://www.google.com/maps/dir/19.20461,-88.53603/18.69908,-88.85603",QR0966,"(18.60340, -88.81161)",73.62 km,"https://www.google.com/maps/dir/19.20461,-88.53603/18.60340,-88.81161"
San Miguel,"(25.47913, -106.93961)",SI1818,30.78 km,"(25.47913, -106.93961)",SI0507,"(25.46960, -106.92968)",1.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/25.46960,-106.92968",CH0717,"(26.08042, -106.95358)",66.95 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.08042,-106.95358",CH2750,"(26.09427, -106.96368)",68.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.09427,-106.96368"
Zoquipilla,"(21.94281, -104.99812)",NA0194,58.59 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
El Chalate,"(21.94281, -104.99812)",NA0194,83.93 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
San Francisco de los Gallardo (San Francisco),"(24.63264, -102.77866)",DU1503,36.23 km,"(24.63264, -102.77866)",ZA0122,"(24.32063, -103.34861)",72.33 km,"https://www.google.com/maps/dir/24.63264,-102.77866/24.32063,-103.34861",ZA0041,"(23.99560, -103.02164)",75.90 km,"https://www.google.com/maps/dir/24.63264,-102.77866/23.99560,-103.02164",ZA0473,"(23.94153, -102.91383)",78.39 km,"https://www.google.com/maps/dir/24.63264,-102.77866/23.94153,-102.91383"
Paso de Huazamota,"(22.76281, -103.57483)",ZA0128,54.61 km,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",0.66 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.76671,-103.57033",ZA5108,"(22.77271, -103.56863)",1.30 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.77271,-103.56863",ZA0382,"(22.78473, -103.55256)",3.48 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.78473,-103.55256"
BajÃ­o del Tablero,"(23.07844, -104.54656)",DU0496,61.70 km,"(23.07844, -104.54656)",ZA0128,"(22.76281, -103.57483)",113.74 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.76281,-103.57483",ZA5108,"(22.77271, -103.56863)",114.06 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.77271,-103.56863",ZA0447,"(22.76671, -103.57033)",114.08 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.76671,-103.57033"
El Capomo,"(21.94281, -104.99812)",NA0194,41.38 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
El Cangrejo,"(22.14175, -105.09664)",NA0907,51.85 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Palma Chica,"(21.66886, -104.84350)",NA2847,61.13 km,"(21.66886, -104.8435)",NA5268,"(21.58183, -104.82494)",9.91 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.58183,-104.82494",NA0897,"(21.56610, -104.87150)",11.86 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.56610,-104.87150",NA1658,"(21.57131, -104.90072)",12.59 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.57131,-104.90072"
Menonita (Colonia NÃºmero Uno de Menonita),"(23.15214, -103.19186)",ZA7003,37.79 km,"(23.15214, -103.19186)",ZA0358,"(23.08931, -103.18403)",7.05 km,"https://www.google.com/maps/dir/23.15214,-103.19186/23.08931,-103.18403",ZA0132,"(23.19104, -103.07116)",14.12 km,"https://www.google.com/maps/dir/23.15214,-103.19186/23.19104,-103.07116",ZA0361,"(23.01325, -103.20767)",15.56 km,"https://www.google.com/maps/dir/23.15214,-103.19186/23.01325,-103.20767"
Santa Rosa de Lima,"(22.44342, -103.50008)",ZA0347,35.37 km,"(22.44342, -103.50008)",ZA0292,"(22.30032, -103.55819)",17.19 km,"https://www.google.com/maps/dir/22.44342,-103.50008/22.30032,-103.55819",ZA0128,"(22.76281, -103.57483)",36.52 km,"https://www.google.com/maps/dir/22.44342,-103.50008/22.76281,-103.57483",ZA0447,"(22.76671, -103.57033)",36.83 km,"https://www.google.com/maps/dir/22.44342,-103.50008/22.76671,-103.57033"
El Nogal,"(21.94281, -104.99812)",NA0194,36.83 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Guisamopa,"(28.37309, -109.03515)",SO0751,31.52 km,"(28.37309, -109.03515)",SO5788,"(28.36982, -108.92706)",12.04 km,"https://www.google.com/maps/dir/28.37309,-109.03515/28.36982,-108.92706",SO0766,"(28.92466, -109.19016)",63.78 km,"https://www.google.com/maps/dir/28.37309,-109.03515/28.92466,-109.19016",SO2196,"(29.04286, -109.20988)",77.05 km,"https://www.google.com/maps/dir/28.37309,-109.03515/29.04286,-109.20988"
Yodzonot Chico,"(19.84747, -88.13736)",QR0168,30.81 km,"(19.84747, -88.13736)",QR7001,"(19.97993, -88.26163)",20.22 km,"https://www.google.com/maps/dir/19.84747,-88.13736/19.97993,-88.26163",QR0949,"(19.95598, -88.34505)",26.09 km,"https://www.google.com/maps/dir/19.84747,-88.13736/19.95598,-88.34505",QR0178,"(20.24094, -88.25614)",45.75 km,"https://www.google.com/maps/dir/19.84747,-88.13736/20.24094,-88.25614"
La Azteca,"(17.75083, -93.99444)",VE8674,30.51 km,"(17.75083, -93.99444)",VE0766,"(17.69385, -93.91600)",10.79 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.69385,-93.91600",TB0551,"(17.83322, -93.93340)",11.41 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.83322,-93.93340",VE0765,"(17.82529, -94.07462)",12.18 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.82529,-94.07462"
La Cieneguita,"(22.14175, -105.09664)",NA0907,39.79 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Santa Cruz de CachÃ¡n,"(18.60000, -103.50139)",MI1889,47.07 km,"(18.6, -103.50139)",MI1950,"(18.53200, -103.58739)",12.20 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.53200,-103.58739",MI1146,"(18.68373, -103.66783)",20.74 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.68373,-103.66783",MI1134,"(18.70055, -103.66069)",20.97 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.70055,-103.66069"
Los Llanitos,"(22.14175, -105.09664)",NA0907,42.76 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Las Ceibas de Pataceo,"(18.47569, -100.97771)",GR2165,31.31 km,"(18.47569, -100.97771)",MI7002,"(18.49447, -100.85883)",13.40 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.49447,-100.85883",MI0111,"(18.56417, -100.86835)",15.66 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.56417,-100.86835",GR0464,"(18.34305, -100.88518)",18.00 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.34305,-100.88518"
Tigre Grande,"(19.80017, -88.75274)",QR0759,33.72 km,"(19.80017, -88.75274)",QR0952,"(19.84473, -88.73311)",5.42 km,"https://www.google.com/maps/dir/19.80017,-88.75274/19.84473,-88.73311",QR1035,"(19.74398, -88.71524)",7.52 km,"https://www.google.com/maps/dir/19.80017,-88.75274/19.74398,-88.71524",QR0551,"(19.75512, -88.70239)",7.52 km,"https://www.google.com/maps/dir/19.80017,-88.75274/19.75512,-88.70239"
Pozo de San Juan,"(24.17361, -101.00128)",SL0534,54.42 km,"(24.17361, -101.00128)",SL5126,"(23.88556, -100.95226)",32.53 km,"https://www.google.com/maps/dir/24.17361,-101.00128/23.88556,-100.95226",SL1134,"(23.86464, -100.77628)",42.55 km,"https://www.google.com/maps/dir/24.17361,-101.00128/23.86464,-100.77628",SL0530,"(23.68528, -100.98368)",54.40 km,"https://www.google.com/maps/dir/24.17361,-101.00128/23.68528,-100.98368"
El Escondido,"(19.90238, -88.80995)",QR0908,30.00 km,"(19.90238, -88.80995)",QR0952,"(19.84473, -88.73311)",10.69 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.84473,-88.73311",QR0759,"(19.80017, -88.75274)",13.04 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.80017,-88.75274",QR0551,"(19.75512, -88.70239)",20.30 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.75512,-88.70239"
La Nariz,"(31.52951, -112.73114)",SO7808,33.50 km,"(31.52951, -112.73114)",SO3690,"(31.62116, -112.79974)",12.74 km,"https://www.google.com/maps/dir/31.52951,-112.73114/31.62116,-112.79974",SO1468,"(31.81694, -112.74881)",32.06 km,"https://www.google.com/maps/dir/31.52951,-112.73114/31.81694,-112.74881",SO7998,"(31.85921, -112.86554)",39.63 km,"https://www.google.com/maps/dir/31.52951,-112.73114/31.85921,-112.86554"
La Lagunita,"(23.62841, -103.64674)",ZA0445,43.79 km,"(23.62841, -103.64674)",ZA6360,"(23.63654, -103.64705)",0.91 km,"https://www.google.com/maps/dir/23.62841,-103.64674/23.63654,-103.64705",ZA9174,"(23.63081, -103.63883)",0.92 km,"https://www.google.com/maps/dir/23.62841,-103.64674/23.63081,-103.63883",ZA0400,"(23.64542, -103.63239)",2.48 km,"https://www.google.com/maps/dir/23.62841,-103.64674/23.64542,-103.63239"
San ElÃ­as de la Cardona,"(23.74427, -101.87327)",ZA0360,41.91 km,"(23.74427, -101.87327)",ZA0248,"(23.68942, -101.90661)",7.15 km,"https://www.google.com/maps/dir/23.74427,-101.87327/23.68942,-101.90661",ZA0363,"(23.58592, -101.91106)",18.12 km,"https://www.google.com/maps/dir/23.74427,-101.87327/23.58592,-101.91106",—,—,—,—
Tanques de Guadalupe,"(24.17361, -101.00128)",SL0534,31.20 km,"(24.17361, -101.00128)",SL5126,"(23.88556, -100.95226)",32.53 km,"https://www.google.com/maps/dir/24.17361,-101.00128/23.88556,-100.95226",—,—,—,—,—,—,—,—
El Chalate,"(21.94281, -104.99812)",NA0194,65.20 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Las Minas,"(22.14175, -105.09664)",NA0907,43.76 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
La Tuna,"(25.47913, -106.93961)",SI1818,33.62 km,"(25.47913, -106.93961)",SI0507,"(25.46960, -106.92968)",1.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/25.46960,-106.92968",CH0717,"(26.08042, -106.95358)",66.95 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.08042,-106.95358",CH2750,"(26.09427, -106.96368)",68.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.09427,-106.96368"
El AlazÃ¡n,"(16.59472, -97.22269)",OA4819,30.12 km,"(16.59472, -97.22269)",OA0680,"(16.55114, -97.19061)",6.02 km,"https://www.google.com/maps/dir/16.59472,-97.22269/16.55114,-97.19061",OA0638,"(16.70686, -97.01199)",26.57 km,"https://www.google.com/maps/dir/16.59472,-97.22269/16.70686,-97.01199",OA5228,"(17.03194, -97.57158)",62.27 km,"https://www.google.com/maps/dir/16.59472,-97.22269/17.03194,-97.57158"
Sabana San Francisco,"(19.74398, -88.71524)",QR1035,45.83 km,"(19.74398, -88.71524)",QR0219,"(19.74575, -88.70225)",1.46 km,"https://www.google.com/maps/dir/19.74398,-88.71524/19.74575,-88.70225",QR0551,"(19.75512, -88.70239)",1.89 km,"https://www.google.com/maps/dir/19.74398,-88.71524/19.75512,-88.70239",QR0952,"(19.84473, -88.73311)",11.39 km,"https://www.google.com/maps/dir/19.74398,-88.71524/19.84473,-88.73311"
Revolcadero,"(25.87042, -107.54683)",SI5998,40.86 km,"(25.87042, -107.54683)",SI1818,"(25.47913, -106.93961)",80.41 km,"https://www.google.com/maps/dir/25.87042,-107.54683/25.47913,-106.93961",SI0507,"(25.46960, -106.92968)",81.92 km,"https://www.google.com/maps/dir/25.87042,-107.54683/25.46960,-106.92968",—,—,—,—
MerÃ©sichic,"(30.32761, -110.70259)",SO0969,33.25 km,"(30.32761, -110.70259)",SO0757,"(30.44611, -110.79476)",16.71 km,"https://www.google.com/maps/dir/30.32761,-110.70259/30.44611,-110.79476",SO1981,"(30.32881, -110.49244)",23.39 km,"https://www.google.com/maps/dir/30.32761,-110.70259/30.32881,-110.49244",SO2564,"(30.05544, -111.03174)",47.55 km,"https://www.google.com/maps/dir/30.32761,-110.70259/30.05544,-111.03174"
Lagunilla,"(24.63264, -102.77866)",DU1503,49.45 km,"(24.63264, -102.77866)",CO7636,"(25.34250, -102.80236)",79.07 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.34250,-102.80236",CO3553,"(25.43203, -102.18194)",111.05 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.43203,-102.18194",CO0395,"(25.45077, -102.19157)",112.10 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.45077,-102.19157"
Ojo de Agua,"(22.14175, -105.09664)",NA0907,35.55 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
El Aserradero,"(22.26860, -105.20875)",NA4258,47.38 km,"(22.2686, -105.20875)",NA6513,"(22.22839, -105.26646)",7.83 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.22839,-105.26646",NA0215,"(22.22172, -105.32817)",14.28 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.22172,-105.32817",NA4534,"(22.11690, -105.21510)",16.90 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.11690,-105.21510"
Pueblo Nuevo el Alto,"(22.14175, -105.09664)",NA0907,37.40 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Los Limones,"(21.94281, -104.99812)",NA0194,45.33 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Los Llanitos,"(22.14175, -105.09664)",NA0907,36.78 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
Kankabdzonot,"(20.38373, -88.08503)",YU0729,30.73 km,"(20.38373, -88.08503)",QR0178,"(20.24094, -88.25614)",24.81 km,"https://www.google.com/maps/dir/20.38373,-88.08503/20.24094,-88.25614",QR7001,"(19.97993, -88.26163)",49.06 km,"https://www.google.com/maps/dir/20.38373,-88.08503/19.97993,-88.26163",QR1019,"(20.16744, -87.66140)",52.95 km,"https://www.google.com/maps/dir/20.38373,-88.08503/20.16744,-87.66140"
La Mesa del Frijol,"(26.37953, -108.35475)",SI2522,48.91 km,"(26.37953, -108.35475)",SI2521,"(26.55525, -108.35581)",19.56 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.55525,-108.35581",SI0104,"(26.45988, -108.51779)",20.23 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.45988,-108.51779",SI2520,"(26.61647, -108.30358)",26.98 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.61647,-108.30358"
Marcelino GarcÃ­a BarragÃ¡n (Monte Bello),"(17.18258, -93.60922)",CP5517,31.01 km,"(17.18258, -93.60922)",CP0167,"(17.18950, -93.60370)",0.99 km,"https://www.google.com/maps/dir/17.18258,-93.60922/17.18950,-93.60370",CP1150,"(17.17924, -93.58383)",2.85 km,"https://www.google.com/maps/dir/17.18258,-93.60922/17.17924,-93.58383",CP6370,"(17.47328, -93.48589)",35.15 km,"https://www.google.com/maps/dir/17.18258,-93.60922/17.47328,-93.48589"
CiÃ©nega de Santa Rosa,"(21.94281, -104.99812)",NA0194,67.81 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
RÃ­o Minas,"(16.70686, -97.01199)",OA0638,35.44 km,"(16.70686, -97.01199)",OA8299,"(16.68464, -96.84583)",18.66 km,"https://www.google.com/maps/dir/16.70686,-97.01199/16.68464,-96.84583",OA5008,"(16.74461, -96.83586)",20.05 km,"https://www.google.com/maps/dir/16.70686,-97.01199/16.74461,-96.83586",OA1835,"(16.78968, -96.80544)",24.77 km,"https://www.google.com/maps/dir/16.70686,-97.01199/16.78968,-96.80544"
Ameca el Viejo,"(22.76281, -103.57483)",ZA0128,51.34 km,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",0.66 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.76671,-103.57033",ZA5108,"(22.77271, -103.56863)",1.30 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.77271,-103.56863",ZA0382,"(22.78473, -103.55256)",3.48 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.78473,-103.55256"
Comal de PeÃ±ita,"(21.94281, -104.99812)",NA0194,39.70 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Sudzal Chico,"(19.90238, -88.80995)",QR0908,39.06 km,"(19.90238, -88.80995)",QR0952,"(19.84473, -88.73311)",10.69 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.84473,-88.73311",QR0759,"(19.80017, -88.75274)",13.04 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.80017,-88.75274",QR0551,"(19.75512, -88.70239)",20.30 km,"https://www.google.com/maps/dir/19.90238,-88.80995/19.75512,-88.70239"
Lo de GerÃ³nimo,"(25.87042, -107.54683)",SI5998,31.52 km,"(25.87042, -107.54683)",CH2750,"(26.09427, -106.96368)",69.53 km,"https://www.google.com/maps/dir/25.87042,-107.54683/26.09427,-106.96368",CH0372,"(26.42989, -107.26740)",69.62 km,"https://www.google.com/maps/dir/25.87042,-107.54683/26.42989,-107.26740",CH0717,"(26.08042, -106.95358)",70.06 km,"https://www.google.com/maps/dir/25.87042,-107.54683/26.08042,-106.95358"
San Miguel,"(24.66332, -101.71454)",ZA1130,55.45 km,"(24.66332, -101.71454)",CO0422,"(25.34178, -101.63925)",75.99 km,"https://www.google.com/maps/dir/24.66332,-101.71454/25.34178,-101.63925",CO0384,"(25.44001, -102.15943)",99.64 km,"https://www.google.com/maps/dir/24.66332,-101.71454/25.44001,-102.15943",CO3553,"(25.43203, -102.18194)",100.15 km,"https://www.google.com/maps/dir/24.66332,-101.71454/25.43203,-102.18194"
La Pardita,"(24.17361, -101.00128)",SL0534,50.61 km,"(24.17361, -101.00128)",SL5126,"(23.88556, -100.95226)",32.53 km,"https://www.google.com/maps/dir/24.17361,-101.00128/23.88556,-100.95226",CO1859,"(24.63854, -100.89104)",53.19 km,"https://www.google.com/maps/dir/24.17361,-101.00128/24.63854,-100.89104",CO4981,"(24.86534, -101.08529)",77.57 km,"https://www.google.com/maps/dir/24.17361,-101.00128/24.86534,-101.08529"
San Pelayo,"(21.06036, -104.05015)",JL3719,37.06 km,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)",0.84 km,"https://www.google.com/maps/dir/21.06036,-104.05015/21.05342,-104.04722",JL4257,"(20.96484, -104.07577)",11.01 km,"https://www.google.com/maps/dir/21.06036,-104.05015/20.96484,-104.07577",JL6583,"(21.01578, -104.15872)",13.07 km,"https://www.google.com/maps/dir/21.06036,-104.05015/21.01578,-104.15872"
