Comunidad,Coordenadas Comunidad,ID radio actual,Punto actual más cercano,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
Campo Angelitos,"(28.93559, -113.55097)",BS4207,"(28.00222, -114.01083)",115.83 km,BS0050,"(27.87727, -113.79778)",120.97 km,"https://www.google.com/maps/dir/28.935593,-113.550965/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",121.76 km,"https://www.google.com/maps/dir/28.935593,-113.550965/27.963361,-114.052083",BS1170,"(27.64259, -113.44306)",144.44 km,"https://www.google.com/maps/dir/28.935593,-113.550965/27.642586,-113.443061"
Campo Gecko,"(28.90054, -113.53024)",BS4207,"(28.00222, -114.01083)",113.41 km,BS0050,"(27.87727, -113.79778)",117.74 km,"https://www.google.com/maps/dir/28.900538,-113.530235/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",119.41 km,"https://www.google.com/maps/dir/28.900538,-113.530235/27.963361,-114.052083",BS1170,"(27.64259, -113.44306)",140.37 km,"https://www.google.com/maps/dir/28.900538,-113.530235/27.642586,-113.443061"
Campo Raquel y Larry,"(28.97923, -113.54752)",BS4207,"(28.00222, -114.01083)",120.37 km,BS0050,"(27.87727, -113.79778)",125.79 km,"https://www.google.com/maps/dir/28.97923,-113.547518/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",126.27 km,"https://www.google.com/maps/dir/28.97923,-113.547518/27.963361,-114.052083",SO2684,"(29.90803, -112.68386)",141.19 km,"https://www.google.com/maps/dir/28.97923,-113.547518/29.90803333,-112.6838639"
Campo del Monte,"(28.34883, -113.68771)",BS4207,"(28.00222, -114.01083)",52.75 km,BS0050,"(27.87727, -113.79778)",53.91 km,"https://www.google.com/maps/dir/28.348826,-113.687707/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",59.05 km,"https://www.google.com/maps/dir/28.348826,-113.687707/27.963361,-114.052083",—,—,—,—
Corral de Enmedio,"(30.14276, -115.25260)",BN5758,"(30.07775, -115.72728)",53.33 km,BN0146,"(30.15282, -115.79011)",59.85 km,"https://www.google.com/maps/dir/30.14276,-115.252604/30.152825,-115.790108",BN4413,"(30.40335, -115.88834)",76.49 km,"https://www.google.com/maps/dir/30.14276,-115.252604/30.40335,-115.888344",BN5762,"(30.44739, -115.88528)",78.17 km,"https://www.google.com/maps/dir/30.14276,-115.252604/30.447388,-115.885277"
El Cardonal,"(28.59819, -113.89927)",BS4207,"(28.00222, -114.01083)",67.50 km,BS3864,"(27.96336, -114.05208)",72.69 km,"https://www.google.com/maps/dir/28.598192,-113.899271/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",81.04 km,"https://www.google.com/maps/dir/28.598192,-113.899271/27.87726667,-113.7977833",—,—,—,—
El CardÃ³n,"(28.90491, -114.43859)",BS4207,"(28.00222, -114.01083)",111.20 km,BS3864,"(27.96336, -114.05208)",113.30 km,"https://www.google.com/maps/dir/28.90491,-114.438591/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",134.82 km,"https://www.google.com/maps/dir/28.90491,-114.438591/27.87726667,-113.7977833",—,—,—,—
El CaÃ±Ã³n,"(28.12592, -113.46345)",BS4207,"(28.00222, -114.01083)",62.47 km,BS3864,"(27.96336, -114.05208)",67.98 km,"https://www.google.com/maps/dir/28.125918,-113.463453/27.963361,-114.052083",BS5871,"(27.48808, -113.30311)",73.21 km,"https://www.google.com/maps/dir/28.125918,-113.463453/27.488083,-113.303111",BS3456,"(27.37276, -113.21481)",88.29 km,"https://www.google.com/maps/dir/28.125918,-113.463453/27.37276389,-113.2148056"
El Chileno,"(29.46584, -114.87032)",BN5758,"(30.07775, -115.72728)",117.22 km,BN0146,"(30.15282, -115.79011)",127.80 km,"https://www.google.com/maps/dir/29.46584,-114.870317/30.152825,-115.790108",BN4413,"(30.40335, -115.88834)",154.06 km,"https://www.google.com/maps/dir/29.46584,-114.870317/30.40335,-115.888344",BN5762,"(30.44739, -115.88528)",157.18 km,"https://www.google.com/maps/dir/29.46584,-114.870317/30.447388,-115.885277"
El Gato Dos,"(29.54842, -114.62126)",BN5758,"(30.07775, -115.72728)",136.50 km,BN0146,"(30.15282, -115.79011)",146.48 km,"https://www.google.com/maps/dir/29.548416,-114.621263/30.152825,-115.790108",BN7136,"(30.91503, -114.72235)",152.55 km,"https://www.google.com/maps/dir/29.548416,-114.621263/30.915027,-114.72235",BN5035,"(30.99206, -114.83380)",162.44 km,"https://www.google.com/maps/dir/29.548416,-114.621263/30.992055,-114.833805"
El Junquito,"(30.43917, -115.57639)",BN5762,"(30.44739, -115.88528)",34.40 km,BN4413,"(30.40335, -115.88834)",34.96 km,"https://www.google.com/maps/dir/30.439166,-115.576388/30.40335,-115.888344",BN4959,"(30.47212, -115.92231)",38.68 km,"https://www.google.com/maps/dir/30.439166,-115.576388/30.472125,-115.922313",BN0127,"(30.51064, -115.92064)",39.14 km,"https://www.google.com/maps/dir/30.439166,-115.576388/30.510644,-115.920638"
El NorteÃ±o,"(28.98044, -114.16579)",BS4207,"(28.00222, -114.01083)",110.25 km,BS3864,"(27.96336, -114.05208)",113.93 km,"https://www.google.com/maps/dir/28.980438,-114.165788/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",129.46 km,"https://www.google.com/maps/dir/28.980438,-114.165788/27.87726667,-113.7977833",—,—,—,—
El Potrero,"(30.91777, -115.64397)",BN7172,"(30.75967, -115.98339)",41.68 km,BN0679,"(30.77751, -116.00356)",42.97 km,"https://www.google.com/maps/dir/30.917775,-115.643973/30.777514,-116.003564",BN3947,"(30.72964, -115.98975)",43.82 km,"https://www.google.com/maps/dir/30.917775,-115.643973/30.729638,-115.98975",BN4499,"(30.76109, -116.00678)",43.99 km,"https://www.google.com/maps/dir/30.917775,-115.643973/30.761086,-116.00678"
El Retiro,"(28.24540, -113.75146)",BS4207,"(28.00222, -114.01083)",39.58 km,BS0050,"(27.87727, -113.79778)",41.30 km,"https://www.google.com/maps/dir/28.245399,-113.751465/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",45.89 km,"https://www.google.com/maps/dir/28.245399,-113.751465/27.963361,-114.052083",—,—,—,—
El RincÃ³n,"(28.89446, -113.47871)",BS4207,"(28.00222, -114.01083)",115.65 km,BS0050,"(27.87727, -113.79778)",118.67 km,"https://www.google.com/maps/dir/28.894456,-113.478711/27.87726667,-113.7977833",BS3864,"(27.96336, -114.05208)",121.73 km,"https://www.google.com/maps/dir/28.894456,-113.478711/27.963361,-114.052083",BS1170,"(27.64259, -113.44306)",139.41 km,"https://www.google.com/maps/dir/28.894456,-113.478711/27.642586,-113.443061"
El Zauzalito,"(30.09885, -115.36516)",BN5758,"(30.07775, -115.72728)",40.38 km,BN0146,"(30.15282, -115.79011)",47.69 km,"https://www.google.com/maps/dir/30.098852,-115.365157/30.152825,-115.790108",—,—,—,—,—,—,—,—
El Ãguila,"(29.96648, -115.07216)",BN5758,"(30.07775, -115.72728)",73.97 km,BN0146,"(30.15282, -115.79011)",82.57 km,"https://www.google.com/maps/dir/29.966482,-115.07216/30.152825,-115.790108",BN4413,"(30.40335, -115.88834)",103.05 km,"https://www.google.com/maps/dir/29.966482,-115.07216/30.40335,-115.888344",BN5762,"(30.44739, -115.88528)",105.16 km,"https://www.google.com/maps/dir/29.966482,-115.07216/30.447388,-115.885277"
Familia Delgado,"(28.28786, -113.99926)",BS4207,"(28.00222, -114.01083)",31.82 km,BS3864,"(27.96336, -114.05208)",36.60 km,"https://www.google.com/maps/dir/28.287859,-113.999264/27.963361,-114.052083",—,—,—,—,—,—,—,—
La Colmena,"(28.64500, -113.71954)",BS4207,"(28.00222, -114.01083)",78.56 km,BS3864,"(27.96336, -114.05208)",84.43 km,"https://www.google.com/maps/dir/28.644995,-113.719543/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",85.91 km,"https://www.google.com/maps/dir/28.644995,-113.719543/27.87726667,-113.7977833",BS1170,"(27.64259, -113.44306)",115.75 km,"https://www.google.com/maps/dir/28.644995,-113.719543/27.642586,-113.443061"
La Esperanza,"(30.04273, -115.39105)",BN5758,"(30.07775, -115.72728)",37.63 km,BN0146,"(30.15282, -115.79011)",46.08 km,"https://www.google.com/maps/dir/30.042729,-115.391051/30.152825,-115.790108",—,—,—,—,—,—,—,—
La Fortuna [Mina],"(30.97891, -115.76548)",BN0395,"(30.84821, -116.05146)",35.00 km,BN0311,"(30.79889, -116.02454)",35.12 km,"https://www.google.com/maps/dir/30.978911,-115.765476/30.798886,-116.024538",BN4499,"(30.76109, -116.00678)",36.19 km,"https://www.google.com/maps/dir/30.978911,-115.765476/30.761086,-116.00678",BN3947,"(30.72964, -115.98975)",37.33 km,"https://www.google.com/maps/dir/30.978911,-115.765476/30.729638,-115.98975"
La IlusiÃ³n,"(28.40561, -112.86050)",SO2616,"(28.86132, -112.01575)",106.85 km,BS1170,"(27.64259, -113.44306)",106.87 km,"https://www.google.com/maps/dir/28.405608,-112.860502/27.642586,-113.443061",SO6448,"(28.84046, -111.96392)",110.93 km,"https://www.google.com/maps/dir/28.405608,-112.860502/28.84046111,-111.9639167",SO0379,"(28.82272, -111.93654)",112.85 km,"https://www.google.com/maps/dir/28.405608,-112.860502/28.82271944,-111.9365361"
La Victoria,"(30.02500, -115.01361)",BN5758,"(30.07775, -115.72728)",79.66 km,BN0146,"(30.15282, -115.79011)",87.60 km,"https://www.google.com/maps/dir/30.024999,-115.013611/30.152825,-115.790108",BN7136,"(30.91503, -114.72235)",104.25 km,"https://www.google.com/maps/dir/30.024999,-115.013611/30.915027,-114.72235",BN4413,"(30.40335, -115.88834)",106.09 km,"https://www.google.com/maps/dir/30.024999,-115.013611/30.40335,-115.888344"
La Yegua [Rancho],"(30.44149, -115.24073)",BN0146,"(30.15282, -115.79011)",69.09 km,BN5762,"(30.44739, -115.88528)",71.75 km,"https://www.google.com/maps/dir/30.441493,-115.240727/30.447388,-115.885277",BN4413,"(30.40335, -115.88834)",72.22 km,"https://www.google.com/maps/dir/30.441493,-115.240727/30.40335,-115.888344",BN4959,"(30.47212, -115.92231)",75.95 km,"https://www.google.com/maps/dir/30.441493,-115.240727/30.472125,-115.922313"
Las Cuatas [Rancho],"(28.29027, -114.00644)",BS4207,"(28.00222, -114.01083)",32.07 km,BS3864,"(27.96336, -114.05208)",36.74 km,"https://www.google.com/maps/dir/28.290266,-114.006442/27.963361,-114.052083",—,—,—,—,—,—,—,—
Los Ãngeles,"(29.95750, -115.13095)",BN5758,"(30.07775, -115.72728)",67.72 km,BN0146,"(30.15282, -115.79011)",76.53 km,"https://www.google.com/maps/dir/29.957504,-115.130947/30.152825,-115.790108",BN4413,"(30.40335, -115.88834)",97.84 km,"https://www.google.com/maps/dir/29.957504,-115.130947/30.40335,-115.888344",BN5762,"(30.44739, -115.88528)",100.13 km,"https://www.google.com/maps/dir/29.957504,-115.130947/30.447388,-115.885277"
Playa Tranquila [Campo],"(29.01407, -113.56337)",BS4207,"(28.00222, -114.01083)",123.16 km,BS3864,"(27.96336, -114.05208)",129.00 km,"https://www.google.com/maps/dir/29.014069,-113.563373/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",129.21 km,"https://www.google.com/maps/dir/29.014069,-113.563373/27.87726667,-113.7977833",SO2684,"(29.90803, -112.68386)",139.60 km,"https://www.google.com/maps/dir/29.014069,-113.563373/29.90803333,-112.6838639"
Punta San Antonio,"(29.74835, -115.68670)",BN5758,"(30.07775, -115.72728)",36.95 km,BN0146,"(30.15282, -115.79011)",46.47 km,"https://www.google.com/maps/dir/29.748346,-115.686704/30.152825,-115.790108",—,—,—,—,—,—,—,—
PurificaciÃ³n [Rancho],"(28.24760, -113.16159)",BS4207,"(28.00222, -114.01083)",98.40 km,BS3864,"(27.96336, -114.05208)",104.06 km,"https://www.google.com/maps/dir/28.2476,-113.161589/27.963361,-114.052083",BS2901,"(27.29239, -112.91149)",109.92 km,"https://www.google.com/maps/dir/28.2476,-113.161589/27.292392,-112.911489",BS1656,"(27.37922, -112.29972)",136.20 km,"https://www.google.com/maps/dir/28.2476,-113.161589/27.379222,-112.299722"
Rancho Sonora,"(29.91735, -114.94871)",BN5758,"(30.07775, -115.72728)",88.49 km,BN0146,"(30.15282, -115.79011)",97.26 km,"https://www.google.com/maps/dir/29.917354,-114.948709/30.152825,-115.790108",BN7136,"(30.91503, -114.72235)",113.88 km,"https://www.google.com/maps/dir/29.917354,-114.948709/30.915027,-114.72235",BN4413,"(30.40335, -115.88834)",117.76 km,"https://www.google.com/maps/dir/29.917354,-114.948709/30.40335,-115.888344"
San GermÃ¡n,"(28.51206, -113.93041)",BS4207,"(28.00222, -114.01083)",57.46 km,BS3864,"(27.96336, -114.05208)",62.56 km,"https://www.google.com/maps/dir/28.512055,-113.93041/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",72.19 km,"https://www.google.com/maps/dir/28.512055,-113.93041/27.87726667,-113.7977833",—,—,—,—
San HipÃ³lito,"(28.29923, -114.00158)",BS4207,"(28.00222, -114.01083)",33.08 km,BS3864,"(27.96336, -114.05208)",37.81 km,"https://www.google.com/maps/dir/28.299231,-114.001575/27.963361,-114.052083",—,—,—,—,—,—,—,—
San Ignacito,"(28.74019, -113.84279)",BS4207,"(28.00222, -114.01083)",84.25 km,BS3864,"(27.96336, -114.05208)",89.56 km,"https://www.google.com/maps/dir/28.740185,-113.842795/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",96.19 km,"https://www.google.com/maps/dir/28.740185,-113.842795/27.87726667,-113.7977833",—,—,—,—
San Regis,"(28.59621, -113.77155)",BS4207,"(28.00222, -114.01083)",71.29 km,BS3864,"(27.96336, -114.05208)",77.06 km,"https://www.google.com/maps/dir/28.596214,-113.771552/27.963361,-114.052083",BS0050,"(27.87727, -113.79778)",80.09 km,"https://www.google.com/maps/dir/28.596214,-113.771552/27.87726667,-113.7977833",—,—,—,—
San Roque,"(29.73931, -114.73485)",BN5758,"(30.07775, -115.72728)",116.73 km,BN0146,"(30.15282, -115.79011)",126.17 km,"https://www.google.com/maps/dir/29.739306,-114.734845/30.152825,-115.790108",BN7136,"(30.91503, -114.72235)",130.89 km,"https://www.google.com/maps/dir/29.739306,-114.734845/30.915027,-114.72235",BN5035,"(30.99206, -114.83380)",139.89 km,"https://www.google.com/maps/dir/29.739306,-114.734845/30.992055,-114.833805"
San Vicentillo [Rancho],"(29.92811, -115.47904)",BN5758,"(30.07775, -115.72728)",32.27 km,BN0146,"(30.15282, -115.79011)",42.72 km,"https://www.google.com/maps/dir/29.928111,-115.479039/30.152825,-115.790108",—,—,—,—,—,—,—,—
Arroyo Grande (Ejido 16 de Septiembre),"(31.44769, -115.45418)",BN8355,"(31.47778, -115.07000)",42.90 km,BN8339,"(31.71689, -115.05208)",53.87 km,"https://www.google.com/maps/dir/31.44769,-115.454184/31.716891,-115.052077",BN2370,"(31.20850, -114.93877)",63.25 km,"https://www.google.com/maps/dir/31.44769,-115.454184/31.208497,-114.938769",—,—,—,—
Bello Horizonte [Campo],"(30.62193, -114.69568)",BN7136,"(30.91503, -114.72235)",32.76 km,BN5035,"(30.99206, -114.83380)",43.98 km,"https://www.google.com/maps/dir/30.621925,-114.695676/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",46.94 km,"https://www.google.com/maps/dir/30.621925,-114.695676/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",47.72 km,"https://www.google.com/maps/dir/30.621925,-114.695676/31.021922,-114.849803"
Campo Beluga,"(29.77469, -114.38340)",BN7136,"(30.91503, -114.72235)",132.43 km,BN5035,"(30.99206, -114.83380)",144.50 km,"https://www.google.com/maps/dir/29.774691,-114.383396/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",147.46 km,"https://www.google.com/maps/dir/29.774691,-114.383396/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",148.23 km,"https://www.google.com/maps/dir/29.774691,-114.383396/31.021922,-114.849803"
Campo Cadena,"(30.63939, -114.69974)",BN7136,"(30.91503, -114.72235)",30.79 km,BN5035,"(30.99206, -114.83380)",42.00 km,"https://www.google.com/maps/dir/30.639387,-114.699744/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",44.96 km,"https://www.google.com/maps/dir/30.639387,-114.699744/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",45.74 km,"https://www.google.com/maps/dir/30.639387,-114.699744/31.021922,-114.849803"
Campo Sacrificio,"(29.75171, -114.34664)",BN7136,"(30.91503, -114.72235)",136.09 km,BN5035,"(30.99206, -114.83380)",148.34 km,"https://www.google.com/maps/dir/29.751706,-114.346645/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",151.29 km,"https://www.google.com/maps/dir/29.751706,-114.346645/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",152.09 km,"https://www.google.com/maps/dir/29.751706,-114.346645/31.021922,-114.849803"
Cocos Corner Camping,"(29.51700, -114.29117)",BN5758,"(30.07775, -115.72728)",171.62 km,BN5035,"(30.99206, -114.83380)",174.96 km,"https://www.google.com/maps/dir/29.517002,-114.291175/30.992055,-114.833805",BS3864,"(27.96336, -114.05208)",174.99 km,"https://www.google.com/maps/dir/29.517002,-114.291175/27.963361,-114.052083",BN0435,"(31.01921, -114.83709)",177.93 km,"https://www.google.com/maps/dir/29.517002,-114.291175/31.01921111,-114.8370889"
Conejo Feliz [Campo],"(29.91709, -114.47569)",BN7136,"(30.91503, -114.72235)",114.43 km,BN5035,"(30.99206, -114.83380)",126.13 km,"https://www.google.com/maps/dir/29.917091,-114.475686/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",129.12 km,"https://www.google.com/maps/dir/29.917091,-114.475686/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",129.85 km,"https://www.google.com/maps/dir/29.917091,-114.475686/31.021922,-114.849803"
El Conquistador [KilÃ³metro Sesenta y Seis],"(30.43911, -114.64074)",BN7136,"(30.91503, -114.72235)",53.75 km,BN5035,"(30.99206, -114.83380)",65.20 km,"https://www.google.com/maps/dir/30.439114,-114.640737/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",68.18 km,"https://www.google.com/maps/dir/30.439114,-114.640737/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",68.93 km,"https://www.google.com/maps/dir/30.439114,-114.640737/31.021922,-114.849803"
El Huerfanito [Campo],"(30.12363, -114.63118)",BN7136,"(30.91503, -114.72235)",88.68 km,BN5035,"(30.99206, -114.83380)",99.27 km,"https://www.google.com/maps/dir/30.123628,-114.631183/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",102.30 km,"https://www.google.com/maps/dir/30.123628,-114.631183/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",102.92 km,"https://www.google.com/maps/dir/30.123628,-114.631183/31.021922,-114.849803"
Familia Andrade,"(31.21496, -115.36079)",BN8355,"(31.47778, -115.07000)",43.63 km,BN2370,"(31.20850, -114.93877)",46.98 km,"https://www.google.com/maps/dir/31.214956,-115.360791/31.208497,-114.938769",BN7177,"(31.12386, -114.90425)",51.82 km,"https://www.google.com/maps/dir/31.214956,-115.360791/31.123861,-114.90425",BN0945,"(31.08890, -114.88858)",54.41 km,"https://www.google.com/maps/dir/31.214956,-115.360791/31.088903,-114.888581"
Las Encantadas [Campo],"(29.90935, -114.46298)",BN7136,"(30.91503, -114.72235)",115.61 km,BN5035,"(30.99206, -114.83380)",127.40 km,"https://www.google.com/maps/dir/29.909353,-114.462981/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",130.38 km,"https://www.google.com/maps/dir/29.909353,-114.462981/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",131.12 km,"https://www.google.com/maps/dir/29.909353,-114.462981/31.021922,-114.849803"
Lidias [Campo],"(30.57203, -114.66510)",BN7136,"(30.91503, -114.72235)",38.71 km,BN5035,"(30.99206, -114.83380)",50.39 km,"https://www.google.com/maps/dir/30.572032,-114.665097/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",53.33 km,"https://www.google.com/maps/dir/30.572032,-114.665097/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",54.14 km,"https://www.google.com/maps/dir/30.572032,-114.665097/31.021922,-114.849803"
Octavios [Campo],"(30.36378, -114.64000)",BN7136,"(30.91503, -114.72235)",62.05 km,BN5035,"(30.99206, -114.83380)",73.19 km,"https://www.google.com/maps/dir/30.363781,-114.640004/30.992055,-114.833805",BN0435,"(31.01921, -114.83709)",76.19 km,"https://www.google.com/maps/dir/30.363781,-114.640004/31.01921111,-114.8370889",BN0941,"(31.02192, -114.84980)",76.90 km,"https://www.google.com/maps/dir/30.363781,-114.640004/31.021922,-114.849803"
